Subfolder Path,Tstamps,Cfbfs
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0008/20240121_215300/", "60330.91173126839567,60330.91520348970516", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0008/20240121_215300/", "60330.91176030477800,60330.91523252608749", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0008/20240121_220212/", "60330.91814830671501,60330.92162052802450", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0008/20240121_220212/", "60330.91811927033268,60330.92159149164218", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_103311/", "60330.43963502146653", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059,cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_103705/", "60330.44233540410642,60330.44580762630358", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_103705/", "60330.44236444047419,60330.44583666267135", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_104617/", "60330.44875244241121,60330.45222466460837", "cfbf00000,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_104617/", "60330.44872340604343,60330.45219562824059", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_105533/", "60330.45519851709105,60330.45867073928821", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_105533/", "60330.45516948072327,60330.45864170292043", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_110345/", "60330.46088964609226", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_110345/", "60330.46086060972448", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_110759/", "60330.46382231971802", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_110759/", "60330.46382231971074", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059,cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_111213/", "60330.46675499332923,60330.47022721552639", "cfbf00000,cfbf00002,cfbf00003,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059,cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_112026/", "60330.47247515869822", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_112026/", "60330.47244612233044", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_112439/", "60330.47540783231671", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_112439/", "60330.47537879594893", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_112854/", "60330.47834050593519,60330.48181272813235", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059,cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_112854/", "60330.47834050594247,60330.48181272813963", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_113706/", "60330.48403163493640", "cfbf00000,cfbf00001,cfbf00002,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059,cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_113706/", "60330.48403163494368", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_114121/", "60330.48699334492994,60330.49046556712710", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_114121/", "60330.48699334492267,60330.49046556711983", "cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00010,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059,cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_114932/", "60330.49265543755610,60330.49612765975326", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_114932/", "60330.49265543754882,60330.49612765974598", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_114932/", "60330.49268447392387,60330.49615669612103", "cfbf00000,cfbf00002,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_115645/", "60330.49767872998200", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059,cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_115645/", "60330.49767872998927", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120057/", "60330.50061140360049", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120057/", "60330.50058236723271", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120057/", "60330.50058236722543", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120510/", "60330.50351504084392", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120510/", "60330.50354407721898", "cfbf00000,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120510/", "60330.50351504085120", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120924/", "60330.50647675083019,60330.50994897302735", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120924/", "60330.50644771446969,60330.50991993666685,60330.51339215885673", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_120924/", "60330.50647675083746,60330.50994897303462", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_121939/", "60330.51359066207806", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_121939/", "60330.51359066209261", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_121939/", "60330.51359066208533", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_122356/", "60330.51655237206433", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_122356/", "60330.51655237207888", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_122356/", "60330.51655237207160", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_122811/", "60330.51951408205787", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_122811/", "60330.51951408206514", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_122811/", "60330.51951408205059", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_123328/", "60330.52317266498721", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00041,cfbf00054,cfbf00056,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_123328/", "60330.52317266497994", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_123328/", "60330.52320170136227", "cfbf00012,cfbf00023,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00055,cfbf00057,cfbf00058"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_123328/", "60330.52317266499449", "cfbf00061,cfbf00062"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_123744/", "60330.52613437496620,60330.52960659716337", "cfbf00060"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_123744/", "60330.52616341134853,60330.52963563354569", "cfbf00000,cfbf00001,cfbf00002,cfbf00003,cfbf00004,cfbf00005,cfbf00006,cfbf00007,cfbf00008,cfbf00009,cfbf00010,cfbf00011,cfbf00012,cfbf00013,cfbf00014,cfbf00015,cfbf00016,cfbf00017,cfbf00018,cfbf00019,cfbf00020,cfbf00021,cfbf00022,cfbf00023,cfbf00024,cfbf00025,cfbf00026,cfbf00027,cfbf00028,cfbf00029,cfbf00030,cfbf00031,cfbf00032,cfbf00033,cfbf00034,cfbf00035,cfbf00036,cfbf00037,cfbf00038,cfbf00039,cfbf00040,cfbf00041,cfbf00042,cfbf00043,cfbf00044,cfbf00045,cfbf00046,cfbf00047,cfbf00048,cfbf00049,cfbf00050,cfbf00051,cfbf00052,cfbf00053,cfbf00054,cfbf00055,cfbf00056,cfbf00057,cfbf00058,cfbf00059"
"/beegfs/DATA/TRAPUM/SCI-20230907-DP-01//20240118-0011/20240121_123744/", "60330.52613437498076,60330.52960659717792", "cfbf00061,cfbf00062"
